taxid	has_assembly	has_annotation	has_reads	genome_size	gc_content
2817042	1	1	0	37291766	49.5
2817044	1	1	0	1538686255	31.5
2817081	0	0	1		
2817534	0	0	1		
2817600	0	0	1		
2817680	1	0	1	486490243	35
2817861	0	0	1		
2817877	0	0	1		
2818049	1	0	0	3188419826	32.5
2818452	1	1	0	14560410	49.5
2818454	1	1	0	40208467	48
2818455	1	1	0	14564291	50
2818456	1	1	0	12654260	50.5
2818457	1	1	0	39807863	48
2818459	0	0	1		
2818460	0	0	1		
2818461	0	0	1		
2818462	0	0	1		
2818463	0	0	1		
2818464	0	0	1		
2819248	1	0	0	1540809603	34.5
2819416	0	0	1		
2819439	1	1	1	369980408	41.5
2819898	1	0	1	1500755657	32
2819901	1	1	0	33965862	49
2819925	1	0	0	34656616	49
2820016	1	0	1	152448276	49
2820020	1	0	1	89545499	39.5
2820062	0	0	1		
2820125	1	0	0	43973933	48
2820131	1	0	0	2000731099	39
2820137	1	0	0	32257044	49.5
2820138	1	0	0	32990988	50
2820146	1	0	0	29450877	50.5
2820150	0	0	1		
2820187	1	1	1	265435384	38.5
2820319	0	0	1		
2821422	1	0	0	74171781	40.5
2821464	1	0	0	476573367	45
2821547	1	0	0	2362086622	42
2821657	1	0	0	34345942	47.5
2821753	1	1	1	33768356	56
2821754	1	1	1	34077024	51
2821790	0	0	1		
2821862	1	0	0	21007061	45.5
2822147	0	0	1		
2822149	0	0	1		
2822231	1	0	1	39205125	56.5
2822245	1	0	0	623507672	43
2822343	1	0	0	1019991598	34.5
2822767	1	1	1	49949292	47.5
2823062	0	0	1		
2823064	0	0	1		
2823065	0	0	1		
2823066	0	0	1		
2823067	0	0	1		
2823069	0	0	1		
2823071	0	0	1		
2823072	0	0	1		
2823073	0	0	1		
2823075	0	0	1		
2823078	0	0	1		
2823081	0	0	1		
2823084	0	0	1		
2823086	0	0	1		
2823089	0	0	1		
2823093	0	0	1		
2823186	1	1	0	865301470	37
2823188	1	1	1	210441083	35.5
2823209	1	1	1	33300809	54.5
2823256	0	0	1		
2823257	0	0	1		
2823260	0	0	1		
2823262	0	0	1		
2823264	1	1	1	60120426	46.5
2823370	1	0	0	37049565	49.5
2823655	1	0	0	36408272	50.5
2823771	1	0	0	24539262	53.5
2823804	0	0	1		
2823805	0	0	1		
2823806	0	0	1		
2823850	0	0	1		
2823851	0	0	1		
2823901	1	0	1	618210609	42.5
2823925	1	0	0	48384723	36
2824026	0	0	1		
2824670	1	1	1	62828295	51.5
2824782	1	0	0	28831586	49.5
2824783	1	0	0	37875941	47.5
2825917	0	0	1		
2826080	1	1	1	77016750	46
2826081	1	1	1	121013029	51
2826082	1	1	1	48370669	48
2826162	1	0	0	91371999	35.5
2826164	1	0	0	81449866	35.5
2826921	0	0	1		
2826930	1	0	0	14148124	43.5
2826950	1	0	0	2679332370	41
2827049	1	0	0	191567998	34.5
2827218	1	0	0	660633173	41.5
2827493	1	0	0	50753847	35.5
2828042	0	0	1		
2828060	0	0	1		
2828327	0	0	1		
2828524	1	1	0	69973860	50
2828659	1	0	0	45000071	44
2828945	1	0	1	387821496	37
2829185	1	0	1	1591013924	41.5
2829318	0	0	1		
2829415	1	1	1	55468683	57.5
2829445	1	1	1	249257482	36.5
2829464	1	0	1	228004650	44.5
2829485	1	1	0	40265766	49
2829486	1	1	0	47727729	54
2830144	1	0	0	1157209728	42
2830340	0	0	1		
2830457	0	0	1		
2830459	0	0	1		
2830461	0	0	1		
2830617	1	1	1	39449547	52
2830794	1	1	1	1658191953	34
2830825	0	0	1		
2830833	1	0	0	79454776	42
2830834	1	0	0	79912897	42
2830839	1	0	0	89693532	42
2830840	1	0	0	96316322	42
2830873	0	0	1		
2830905	0	0	1		
2831041	1	0	0	33501578	49
2831081	0	0	1		
2831087	0	0	1		
2831088	0	0	1		
2831089	0	0	1		
2831154	0	0	1		
2831172	1	0	1	166986402	51
2831173	1	1	0	25501793	51
2831197	0	0	1		
2831224	1	0	0	818066392	40
2831231	0	0	1		
2831505	1	0	0	35198056	57.5
2831512	1	1	0	34697425	60.5
2831599	0	0	1		
2831853	0	0	1		
2832231	1	0	1	2723189110	37.5
2832249	0	0	1		
2832250	0	0	1		
2832303	0	0	1		
2834069	1	0	0	20263449	60.5
2834071	0	0	1		
2834309	1	0	0	48989820	56
2834323	1	0	0	37248187	43
2834326	0	0	1		
2834445	0	0	1		
2835109	0	0	1		
2835110	0	0	1		
2835130	0	0	1		
2835549	0	0	1		
2835551	0	0	1		
2835552	0	0	1		
2835554	0	0	1		
2835637	1	1	1	484670911	37.5
2835763	1	0	0	36558494	48.5
2835764	1	0	0	39071468	48.5
2835765	1	0	0	39376409	48
2835766	1	0	0	39283611	48.5
2835784	0	0	1		
2835794	1	0	0	546840812	30
2835795	1	0	0	691323649	31.5
2836068	0	0	1		
2836420	0	0	1		
2836989	0	0	1		
2837496	0	0	1		
2837498	0	0	1		
2837572	1	0	0	38119301	42.5
2837877	1	0	1	588434832	40.5
2837952	1	0	0	1688931252	41
2838070	0	0	1		
2838124	1	0	1	330049152	30.5
2838125	1	0	1	325589986	30
2838165	0	0	1		
2838189	1	0	1	658133298	38.5
2838202	0	0	1		
2838327	1	0	0	57981719	46.5
2838793	1	0	1	27219291	49
2838794	1	1	0	59664880	51.5
2838795	1	1	0	61044235	51
2838796	1	1	0	59535609	51.5
2838797	1	1	0	59858058	51.5
2838798	1	1	0	60807691	51.5
2838799	1	1	0	60132265	51
2838800	1	1	0	60541510	51.5
2838801	1	1	0	60722520	51.5
2838802	1	1	0	56155263	52.5
2838803	1	1	0	56034424	52.5
2838804	1	1	0	56736506	52.5
2838810	1	1	0	58100508	52
2838811	1	1	0	60035199	51.5
2838812	1	1	0	55451972	53
2838813	1	1	0	65090038	49
2839236	1	0	0	494325353	35
2839523	1	0	0	315406278	37
2839741	0	0	1		
2839747	0	0	1		
2839748	0	0	1		
2839755	0	0	1		
2839758	1	1	0	30427638	50.5
2839763	0	0	1		
2839764	0	0	1		
2839765	0	0	1		
2839766	0	0	1		
2839767	0	0	1		
2839768	0	0	1		
2839769	0	0	1		
2839770	0	0	1		
2839771	0	0	1		
2839772	0	0	1		
2839773	0	0	1		
2839774	0	0	1		
2839775	0	0	1		
2839776	0	0	1		
2839777	0	0	1		
2839827	1	0	0	663987347	38.5
2839924	1	0	0	28339759	48
2839931	1	0	0	136012669	37.5
2839933	0	0	1		
2839952	1	1	1	46167206	52
2840130	1	0	0	644501842	40
2840131	1	0	0	768013631	42.5
2840133	1	0	0	303676354	39
2840191	1	0	0	28341076	49
2840192	1	0	0	20570369	51
2840197	1	0	0	32096469	48
2840199	1	0	0	28415343	49.5
2840201	1	0	0	13010775	52.5
2840206	1	0	0	30013823	49
2840210	1	0	0	24585898	50
2840224	1	0	0	22421455	47
2840238	1	0	0	21252951	46.5
2840239	1	0	0	23364708	54
2840242	1	0	0	33073044	48.5
2840247	1	0	0	23681804	48.5
2840248	1	0	0	21218329	47.5
2840250	1	0	0	26374195	49
2840251	1	0	0	17433853	57
2840254	1	0	0	22076511	51
2840261	1	0	0	31028479	48.5
2840264	1	0	0	24216471	53
2840267	1	0	0	28412263	49
2840270	1	0	0	20843906	57.5
2840399	1	0	1	2051389195	34
2840404	0	0	1		
2840447	0	0	1		
2840466	1	0	1	189140731	38.5
2840664	1	0	0	1085348988	41.5
2840665	1	0	0	1062271883	42
2841045	1	0	1	994062695	40.5
2841190	1	0	0	31458344	49
2841551	0	0	1		
2841602	0	0	1		
2841634	0	0	1		
2841770	0	0	1		
2841853	1	0	0	21879680	48.5
2841858	1	0	0	27451878	49
2841860	1	0	0	30069223	47.5
2841861	1	0	0	30295613	48.5
2841863	1	0	0	20639300	51.5
2841868	1	0	0	31270501	48.5
2841966	0	0	1		
2841967	0	0	1		
2841968	0	0	1		
2841969	0	0	1		
2841970	0	0	1		
2841971	0	0	1		
2841972	0	0	1		
2841973	0	0	1		
2841974	0	0	1		
2841975	0	0	1		
2841976	0	0	1		
2841977	0	0	1		
2841978	1	0	0	45398739	56.5
2841979	1	0	0	43461200	56
2842116	0	0	1		
2842197	0	0	1		
2842202	1	0	0	62705925	47.5
2842254	1	0	0	53412337	48
2842267	1	0	0	66188512	50.5
2842273	1	0	0	46322017	47
2842275	1	0	0	68063260	49
2842277	1	0	0	55418551	48
2842278	1	0	0	46900026	50
2842279	1	0	0	81126094	47.5
2842282	1	0	0	66470281	47.5
2842283	1	0	0	42571611	47.5
2842284	1	0	0	74207848	51
2842285	1	0	0	58462903	49
2844366	1	0	0	611779850	38.5
2844372	1	1	0	36806885	24
2844906	1	0	1	1333210861	40
2844931	0	0	1		
2844959	0	0	1		
2846800	0	0	1		
2848627	0	0	1		
2848628	0	0	1		
2848631	0	0	1		
2848632	0	0	1		
2848633	0	0	1		
2848634	1	1	1	144278514	44.5
2848635	1	1	1	155894680	40.5
2849017	1	0	0	46811982	47.5
2849020	1	0	1	762070521	37.5
2849040	0	0	1		
2849048	0	0	1		
2849182	1	0	0	555301643	42
2849218	1	0	0	758867896	44
2849531	0	0	1		
2849586	1	0	1	1010971190	33.5
2849643	1	1	0	587144669	37
2849646	1	0	1	415641791	35
2849648	1	0	0	753453418	33.5
2849843	1	1	0	18100877	49.5
2849844	1	1	0	13277823	50
2849845	1	1	0	15478803	49.5
2849846	1	1	0	15436613	49.5
2849847	1	1	0	13284044	50
2849848	1	1	0	15369191	49.5
2849849	1	1	0	18625281	48.5
2849850	1	1	0	15461038	49.5
2849851	1	1	0	15234557	49.5
2849852	1	1	0	17604318	50.5
2849853	1	1	0	15481446	49.5
2849854	1	1	0	18212431	50.5
2849855	1	1	0	18218183	50.5
2849856	1	1	0	15875907	53.5
2849857	1	1	0	22002480	46.5
2849858	1	1	0	17240045	55
2849859	1	1	0	12538577	57.5
2849860	1	1	0	26978175	47
2849861	1	1	0	15933366	50
2849862	1	1	0	13289729	50
2849863	1	1	0	13259898	50
2849864	1	1	0	29291657	49.5
2850001	1	0	0	640611550	38.5
2850401	0	0	1		
2850564	0	0	1		
2850881	1	0	0	25417443	51
2851060	0	0	1		
2851502	0	0	1		
2851995	1	0	0	477708536	41
2852095	0	0	1		
2853317	1	0	0	611653318	42
2853331	0	0	1		
2853422	0	0	1		
2853592	1	1	0	9021702	54.5
2853593	1	1	0	8812657	54.5
2853973	1	0	0	41889135	50.5
2854043	0	0	1		
2854258	0	0	1		
2855397	1	0	1	853434300	37
2855634	0	0	1		
2856038	0	0	1		
2857063	1	0	0	60189741	50
2857109	1	0	0	44363374	46
2857120	0	0	1		
2857379	1	0	1	1558517584	28
2857394	1	1	0	1185463352	43
2857398	1	1	1	1241209685	43.5
2857482	1	1	0	36714175	48
2857483	1	1	0	32523728	51.5
2857484	1	1	0	31887736	52
2857485	1	1	0	38865063	45
2857486	1	1	0	43344577	43
2857521	0	0	1		
2857522	0	0	1		
2857687	0	0	1		
2857688	0	0	1		
2857689	0	0	1		
2857690	0	0	1		
2857691	0	0	1		
2857692	0	0	1		
2857693	0	0	1		
2857694	0	0	1		
2857695	0	0	1		
2857696	0	0	1		
2859056	0	0	1		
2859242	1	0	0	14605590	40.5
2859415	1	0	0	12698288	35.5
2859418	1	0	0	9911024	55
2859419	1	0	0	9308630	52.5
2859446	0	0	1		
2859449	0	0	1		
2859697	0	0	1		
2860122	1	0	0	49777144	53.5
2860203	1	0	0	9998986	50
2860204	1	0	0	8713180	52.5
2860302	1	0	0	906668489	42
2860363	1	0	0	11291192	45.5
2860394	1	0	0	9689597	42
2860395	1	0	0	20947468	50.5
2860397	1	0	0	10685171	30.5
2860398	1	0	0	10529618	36.5
2860400	1	0	0	19862458	46
2860762	0	0	1		
2860777	0	0	1		
2860823	1	0	0	57747914	39
2860825	1	0	0	151127691	35.5
2860826	1	0	0	99896449	35
2860828	1	0	0	53615005	36.5
2861144	0	0	1		
2861178	0	0	1		
2861705	1	0	0	13106593	46
2861706	1	0	0	9382735	67
2861727	0	0	1		
2861728	0	0	1		
2861751	1	0	0	13679604	44.5
2861758	1	0	0	1252483382	43.5
2861793	1	0	0	705041964	36
2861860	1	0	0	1070072248	42.5
2861861	1	0	1	1179509929	43.5
2861867	0	0	1		
2861902	0	0	1		
2862157	1	0	0	38902458	51.5
2862204	1	0	1	2584164107	37.5
2862362	1	1	0	264579338	50.5
2862414	1	0	0	20192984	34.5
2862415	1	0	0	19494638	34.5
2862417	1	0	0	11642923	35.5
2862495	1	0	0	27788467	51.5
2862525	0	0	1		
2862683	1	0	0	1248076213	41.5
2862834	1	0	1	657652599	45
2862888	1	0	0	1655258957	41
2863086	1	0	0	26976508	51.5
2863088	0	0	1		
2863089	0	0	1		
2863090	0	0	1		
2863091	0	0	1		
2863092	0	0	1		
2863093	0	0	1		
2863094	0	0	1		
2863123	0	0	1		
2863128	1	0	0	663432879	31.5
2864033	0	0	1		
2864041	1	0	1	210292220	36.5
2864089	0	0	1		
2864090	0	0	1		
2864123	1	0	0	16349969	58
2864141	0	0	1		
2864222	0	0	1		
2864371	0	0	1		
2865057	0	0	1		
2865060	0	0	1		
2865645	0	0	1		
2865938	0	0	1		
2866280	0	0	1		
2866281	0	0	1		
2866284	1	0	1	812738357	40
2866285	1	0	0	184332854	41.5
2866287	1	0	0	1043309519	34
2866339	1	0	0	10663855	44
2866341	1	0	0	13387039	48.5
2866342	1	0	0	10566133	44
2866343	1	0	0	10789966	35
2866344	1	0	0	14069567	43
2866345	1	0	0	11060012	43
2866347	1	0	0	12947746	38
2866348	1	0	0	11613960	45
2866349	1	0	0	11485233	38
2866350	1	0	0	12195893	36
2866351	1	0	0	11478527	28
2866352	1	0	0	10459225	35.5
2866353	1	0	0	17035076	44
2866354	1	0	0	15228241	40.5
2866355	1	0	0	12888894	33.5
2866356	1	0	0	16209451	51
2866357	1	0	0	11728481	43.5
2866358	1	0	0	11913142	42.5
2866359	1	0	0	14232124	40.5
2866361	1	0	0	13030727	34.5
2866362	1	0	0	12239262	39
2866363	1	0	0	13843270	36
2866364	1	0	0	11780985	37
2866365	1	0	0	20419666	41
2866366	1	0	0	11420169	32
2866367	1	0	0	11269194	43.5
2866368	1	0	0	11726991	44.5
2866369	1	0	0	11300687	42.5
2866370	1	0	0	11680211	36.5
2866371	1	0	0	10629834	37
2866372	1	0	0	15595841	50.5
2866711	1	0	1	1583483254	35
2866856	0	0	1		
2866858	0	0	1		
2866859	0	0	1		
2866860	0	0	1		
2866902	0	0	1		
2866903	1	0	0	5805711	46
2866986	0	0	1		
2866987	0	0	1		
2867042	1	0	0	45913202	40.5
2867102	1	1	1	243330331	36.5
2867103	1	1	0	601905515	39
2867105	1	1	0	511995006	36.5
2867109	1	1	1	394510686	26
2867115	1	1	0	845237535	38.5
2867249	1	1	0	278515835	43
2867251	1	0	0	712128287	44
2867252	1	1	0	333412527	36.5
2867254	1	1	0	853748784	37
2867256	1	0	0	807305369	39.5
2867258	1	0	1	910144949	38.5
2867260	1	0	1	358433801	26
2867262	1	1	0	1204747486	32
2867263	1	1	0	705570003	32
2867405	1	1	1	116475897	43.5
2867966	1	0	1	3027797144	37.5
2868207	1	0	0	1223023164	42
2868259	0	0	1		
2868386	1	0	0	1213379752	42
2868390	1	0	0	1285822602	41.5
2869446	1	0	0	1192366706	41.5
2869447	1	0	0	1210032168	41.5
2869452	1	0	0	1209025802	41.5
2870334	0	0	1		
2870336	0	0	1		
2870337	0	0	1		
2870338	0	0	1		
2870452	0	0	1		
2870495	1	0	1	549780226	36
2870497	1	1	1	453206733	38
2870508	0	0	1		
2870509	1	0	1	188310050	35.5
2870669	1	0	0	39032402	48.5
2870670	1	0	0	43856698	55.5
2870673	0	0	1		
2870807	1	0	0	258812083	36
2870814	1	0	0	237679026	36
2870816	1	0	0	197585118	36.5
2870817	1	0	0	265229789	41
2870819	0	0	1		
2870823	1	0	0	30488243	51.5
2871076	0	0	1		
2871078	0	0	1		
2871082	0	0	1		
2871086	1	0	1	368147321	35
2871442	1	1	1	1454030254	33
2871469	0	0	1		
2871644	0	0	1		
2871645	0	0	1		
2871646	0	0	1		
2871647	0	0	1		
2871649	0	0	1		
2871657	0	0	1		
2871658	0	0	1		
2871659	0	0	1		
2871660	0	0	1		
2871662	0	0	1		
2871759	1	1	1	649935734	41
2871781	1	0	0	34006401	50.5
2871812	1	1	0	28651879	48.5
2872179	1	0	0	190454766	37.5
2872190	1	0	1	459752823	38.5
2872238	0	0	1		
2872240	0	0	1		
2872242	0	0	1		
2872254	1	1	1	30627229	49.5
2872261	1	1	0	260422217	40
2872367	1	0	0	290294811	38
2872513	0	0	1		
2872684	0	0	1		
2872685	0	0	1		
2872697	1	0	1	949492044	34.5
2873231	0	0	1		
2873325	1	1	1	735303417	38.5
2873843	1	0	0	42767172	50
2873908	1	0	0	22376659	54
2873936	1	0	0	14397169	22.5
2874048	0	0	1		
2874049	0	0	1		
2874060	1	1	1	48901993	45.5
2874188	1	0	0	48739493	52
2874245	0	0	1		
2874248	0	0	1		
2874294	0	0	1		
2874296	1	1	0	76938708	29.5
2874297	0	0	1		
2874382	1	0	0	23901184	55.5
2874470	0	0	1		
2874508	1	1	0	39998308	47.5
2874576	0	0	1		
2874577	0	0	1		
2874578	0	0	1		
2874584	0	0	1		
2874747	0	0	1		
2875320	0	0	1		
2875391	1	0	1	535040602	40
2875445	1	0	0	614643486	29.5
2875446	1	0	0	244380868	37
2875633	1	0	0	56653521	45
2876149	0	0	1		
2876200	1	0	1	255415873	35.5
2876589	0	0	1		
2876618	1	1	1	690013573	37.5
2876762	1	0	0	617877042	37
2876818	0	0	1		
2876849	1	0	0	2953589560	37.5
2877066	0	0	1		
2877718	1	0	0	580268556	30
2877795	0	0	1		
2878120	0	0	1		
2878211	0	0	1		
2878228	1	0	1	336272330	32.5
2878229	0	0	1		
2878262	0	0	1		
2878270	0	0	1		
2878277	0	0	1		
2878278	0	0	1		
2878279	0	0	1		
2878280	0	0	1		
2878321	1	1	1	17225416	55.5
2878346	1	0	0	1258653892	37.5
2878352	1	0	0	337042475	35.5
2878356	1	0	0	90522324	38.5
2878362	1	0	0	63548392	38
2878363	1	1	1	59698091	37
2878366	1	0	0	93620082	36.5
2878367	1	0	0	78900291	36.5
2878383	0	0	1		
2878414	1	0	1	446956329	42
2878456	0	0	1		
2878564	1	0	0	2965146561	42
2878864	0	0	1		
2878865	0	0	1		
2878901	0	0	1		
2878902	0	0	1		
2878903	0	0	1		
2878918	1	0	0	14459815	47
2879141	1	0	0	1483696973	40.5
2879190	1	0	0	1321534600	40
2879218	1	0	0	1186255576	43
2879402	1	0	0	89674702	42.5
2879403	1	0	0	135320561	41
2879406	1	0	0	66463675	42
2879409	1	0	0	75361768	48.5
2879410	1	0	0	64176323	39.5
2879411	1	0	0	56491146	44.5
2879414	1	0	0	63178534	39.5
2879415	1	0	0	79647409	48.5
2879418	1	0	0	76833724	41
2879419	1	0	1	62248400	39.5
2879420	1	0	1	47746511	37.5
2879422	1	0	0	60655608	44.5
2879425	1	0	0	11698706	44
2879429	1	0	0	12355930	41
2879529	0	0	1		
2879610	0	0	1		
2879650	0	0	1		
2879651	0	0	1		
2879652	0	0	1		
2879653	0	0	1		
2879654	0	0	1		
2879655	0	0	1		
2879656	0	0	1		
2879658	0	0	1		
2879661	0	0	1		
2879663	0	0	1		
2879664	0	0	1		
2879668	0	0	1		
2879669	0	0	1		
2879670	0	0	1		
2879671	0	0	1		
2879672	0	0	1		
2879673	0	0	1		
2879674	0	0	1		
2879675	0	0	1		
2879676	0	0	1		
2879677	0	0	1		
2879678	0	0	1		
2879679	0	0	1		
2879680	0	0	1		
2879681	0	0	1		
2879682	0	0	1		
2879683	0	0	1		
2879687	0	0	1		
2879705	0	0	1		
2879814	0	0	1		
2879815	0	0	1		
2879816	0	0	1		
2879843	1	0	0	73621983	49
2879921	0	0	1		
2879922	0	0	1		
2879923	0	0	1		
2879924	0	0	1		
2879929	0	0	1		
2879968	1	0	0	65772341	28
2880050	0	0	1		
2880153	0	0	1		
2880154	0	0	1		
2880247	0	0	1		
2880258	1	0	0	10981827	35
2880615	0	0	1		
2880670	1	0	0	293948979	37.5
2880855	1	0	0	15195	33.5
2880856	1	0	0	13870	32
2880909	0	0	1		
2881005	0	0	1		
2881093	1	0	0	921574193	34
2881124	1	1	0	728102519	31
2881344	1	0	1	249202357	40
2881371	0	0	1		
2881372	0	0	1		
2881373	0	0	1		
2881374	0	0	1		
2881375	0	0	1		
2881407	1	0	1	128886982	41
2881408	0	0	1		
2881470	0	0	1		
2881471	0	0	1		
2881472	0	0	1		
2881473	0	0	1		
2881482	1	0	0	39032968	44.5
2881519	1	0	0	1016989349	32
2881524	1	0	0	139965149	38
2881568	1	0	0	858627637	36.5
2881606	1	1	1	551738483	30
2881707	0	0	1		
2881741	1	0	0	383977339	43
2881813	1	0	0	596249907	40
2881815	1	0	0	1370561012	37.5
2881873	1	1	1	1144959873	36.5
2881975	1	1	0	871323355	30
2882235	1	0	0	987706988	32.5
2882282	1	0	0	1132129945	34
2882358	1	0	0	226479737	37.5
2882481	1	0	0	1950480372	38.5
2882575	1	1	1	279514828	25.5
2882598	1	0	0	2106659940	34
2882611	1	0	0	1556911568	36
2882760	1	1	0	416707353	38.5
2882880	1	0	0	889278141	40.5
2882903	1	0	0	399256616	32.5
2883053	0	0	1		
2883054	0	0	1		
2883062	0	0	1		
2883064	0	0	1		
2883068	0	0	1		
2883070	0	0	1		
2883081	1	0	0	152614948	38
2883082	1	0	0	76557459	42
2883083	1	0	0	89602452	41.5
2883084	1	0	0	185600352	35.5
2883129	0	0	1		
2883285	0	0	1		
2883500	1	0	0	279981297	35.5
2883501	0	0	1		
2883503	1	0	0	32226264	50
2883516	0	0	1		
2883527	0	0	1		
2883528	0	0	1		
2883530	0	0	1		
2883604	1	0	1	4371788358	36.5
2883605	1	0	0	623685058	37
2883729	0	0	1		
2883735	0	0	1		
2883956	0	0	1		
2884183	1	0	1	98657566	38.5
2884228	1	0	0	222650269	39.5
2884231	1	1	1	279967973	36.5
2884232	1	1	0	951916525	34
2884233	0	0	1		
2884234	1	1	0	650291076	39
2884235	1	0	1	258525094	42.5
2884240	1	1	1	283997928	42.5
2884253	0	0	1		
2884318	1	0	0	51992686	56.5
2884348	0	0	1		
2884349	0	0	1		
2884351	0	0	1		
2884606	1	1	0	33792172	47.5
2884725	1	0	0	28440486	49.5
2884820	1	0	0	659661207	40
2884823	1	0	0	51769651	51
2884836	0	0	1		
2884838	0	0	1		
2884839	0	0	1		
2884878	0	0	1		
2884897	0	0	1		
2884959	1	0	0	59008325	45
2885082	0	0	1		
2885083	1	0	1	1625148308	44
2885084	1	0	1	1193361066	43
2885186	0	0	1		
2885237	0	0	1		
2885238	0	0	1		
2885239	0	0	1		
2885241	0	0	1		
2885242	0	0	1		
2885245	0	0	1		
2885246	0	0	1		
2885247	0	0	1		
2885382	1	0	0	43055881	48
2885612	0	0	1		
2885635	0	0	1		
2885761	1	1	0	45424172	47
2885771	0	0	1		
2885773	0	0	1		
2885774	0	0	1		
2885775	0	0	1		
2885777	0	0	1		
2885779	0	0	1		
2885780	0	0	1		
2885781	0	0	1		
2885782	0	0	1		
2885783	0	0	1		
2885784	0	0	1		
2885785	0	0	1		
2885786	0	0	1		
2885787	0	0	1		
2885788	0	0	1		
2885789	0	0	1		
2885790	0	0	1		
2885791	0	0	1		
2885792	0	0	1		
2885793	0	0	1		
2885794	0	0	1		
2885795	0	0	1		
2885796	0	0	1		
2885797	0	0	1		
2885798	0	0	1		
2885799	0	0	1		
2885800	0	0	1		
2885802	0	0	1		
2885803	0	0	1		
2885805	0	0	1		
2885806	0	0	1		
2885808	0	0	1		
2885810	0	0	1		
2885811	0	0	1		
2885813	0	0	1		
2885815	0	0	1		
2885817	0	0	1		
2885818	0	0	1		
2885820	0	0	1		
2885821	0	0	1		
2885822	0	0	1		
2885824	0	0	1		
2885825	0	0	1		
2885830	0	0	1		
2885832	0	0	1		
2885834	0	0	1		
2885836	0	0	1		
2885838	0	0	1		
2885840	0	0	1		
2885842	0	0	1		
2885844	0	0	1		
2885845	0	0	1		
2885885	0	0	1		
2886095	1	0	1	39640914	51.5
2886096	1	0	1	36870380	51.5
2886097	1	0	1	33654765	51
2886098	1	0	1	33202376	51
2886099	1	0	1	34933042	50
2886100	1	0	1	34377329	49.5
2886735	0	0	1		
2886740	1	0	0	151170320	30
2886754	1	0	1	1786385031	37.5
2886755	1	1	1	863481455	39
2886814	0	0	1		
2886949	1	0	0	38055185	48
2887288	1	0	0	528820111	47.5
2887373	1	0	1	2123852462	40.5
2887377	1	0	1	982648703	38
2887378	0	0	1		
2888451	0	0	1		
2888453	0	0	1		
2888454	0	0	1		
2888455	0	0	1		
2888456	0	0	1		
2888457	0	0	1		
2888458	0	0	1		
2888461	0	0	1		
2888491	1	0	0	35541076	50.5
2888765	1	1	0	2388197593	41.5
2888833	1	0	0	566083987	40.5
2888834	1	0	0	667700355	39
2888835	1	0	0	540307046	40
2890055	1	1	0	412629385	33
2890184	1	0	0	698483131	31
2890202	0	0	1		
2890793	1	0	0	340293176	41
2890795	1	0	0	332603773	36
2890838	1	0	0	752216377	39
2890839	1	0	0	681601004	37.5
2890841	1	0	0	665121873	38
2890844	1	0	0	781146815	39
2890917	0	0	1		
2891096	0	0	1		
2891204	0	0	1		
2891587	1	0	0	40579610	47.5
2891951	0	0	1		
2892353	0	0	1		
2892354	0	0	1		
2892355	0	0	1		
2892356	0	0	1		
2892357	0	0	1		
2892358	0	0	1		
2892359	0	0	1		
2892360	0	0	1		
2892361	0	0	1		
2892362	0	0	1		
2892363	0	0	1		
2892364	0	0	1		
2892365	0	0	1		
2892366	0	0	1		
2892367	0	0	1		
2892368	0	0	1		
2892369	0	0	1		
2892370	0	0	1		
2892371	0	0	1		
2892372	0	0	1		
2892373	0	0	1		
2892374	0	0	1		
2892375	0	0	1		
2892376	0	0	1		
2892377	0	0	1		
2892378	0	0	1		
2892379	0	0	1		
2892380	0	0	1		
2892381	0	0	1		
2892382	0	0	1		
2892383	0	0	1		
2892384	0	0	1		
2892385	0	0	1		
2892386	0	0	1		
2892387	0	0	1		
2892389	0	0	1		
2892391	0	0	1		
2892394	0	0	1		
2892395	0	0	1		
2892454	0	0	1		
2892552	1	0	1	1808744534	37.5
2892824	1	0	0	93840686	19.5
2892839	1	0	0	98794667	23.5
2892859	0	0	1		
2892981	0	0	1		
2892984	0	0	1		
2892986	0	0	1		
2892989	0	0	1		
2892990	0	0	1		
2892991	0	0	1		
2892992	0	0	1		
2892994	0	0	1		
2893167	1	0	0	55178379	19
2893168	1	0	0	63764354	20.5
2893298	0	0	1		
2893330	0	0	1		
2893352	0	0	1		
2893353	0	0	1		
2893354	0	0	1		
2893355	0	0	1		
2893356	0	0	1		
2893358	0	0	1		
2893430	0	0	1		
2893481	1	0	0	560510498	40
2893490	1	0	0	724573253	44
2893758	1	0	0	1399796956	43.5
2894057	0	0	1		
2894279	1	1	0	47650430	50
2894280	1	1	0	47451263	50
2894281	1	1	0	52911230	50.5
2894282	1	1	0	52460415	50
2894283	1	1	0	55336626	50
2894284	1	1	0	25420412	51
2894285	1	1	0	25387844	51
2894425	0	0	1		
2894516	1	0	0	50973113	54
2894517	1	0	0	43989322	54.5
2894562	1	0	0	32156665	47.5
2894939	0	0	1		
2895399	1	0	0	23816183	53
2895583	0	0	1		
2895620	1	0	0	39023313	48.5
2895621	1	0	0	33865899	48.5
2895622	1	0	0	35234752	49.5
2895740	1	0	1	1990973590	39.5
2895758	1	0	0	535477874	29
2895759	1	0	0	609453061	29
2895969	0	0	1		
2895970	0	0	1		
2895971	0	0	1		
2895972	0	0	1		
2895973	0	0	1		
2895974	0	0	1		
2895975	0	0	1		
2896056	0	0	1		
